name,description,image,perfumeHouse,notes,product_url
Implacable Beautiful Tyrant Hair Gloss,"When, with flame all around him aspirant,Stood flushed, as a harp-player stands,The implacable beautiful tyrant,Rose-crowned, having death in his hands;And a sound as the sound of loud waterSmote far through the flight of the fires,And mixed with the lightning of slaughterA thunder of lyres.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Beautiful-Tyrant-1-600x916.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""hair gloss"", ""oudh"", ""ginger - white"", ""squirt"", ""amber"", ""frankincense""]",https://blackphoenixalchemylab.com/shop/body-beauty/hair-gloss/implacable-beautiful-tyrant-hair-gloss/
Chocubus,His caramel-filled and caustic sermons,https://blackphoenixalchemylab.com/wp-content/uploads/2025/02/Chocubus-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""musk - black"", ""sage"", ""caramel"", ""chocolate \u2014 white"", ""nicotiana"", ""mint""]",https://blackphoenixalchemylab.com/shop/lupercalia-2025/box-of-chocolates-2025/chocubus-perfume-oil/
Edible Panties,Basically fruit roll-ups for your naughty bits: wild cherry and sugared up strawberry with hot pink peppercorn.,https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/edible-panties-for-entertainment-purposes-only-WEB-600x482.jpg,Black Phoenix Alchemy Lab,"[""cherry"", ""pink peppercorn"", ""peppercorn - pink"", ""strawberry"", ""cherry - wild"", ""sugar""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/for-entertainment-purposes-only-lupercalia-2024/edible-panties-perfume-oil/
Hebrews 13:1-3,"Let mutual love continue. Do not neglect to show hospitality to strangers, for by doing that some have entertained angels without knowing it. Remember those who are in prison, as though you were in prison with them; those who are being tortured, as though you yourselves were being tortured.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/06/raices-2-WEB-hebrews-13-1-3-600x473.jpg,Black Phoenix Alchemy Lab,"[""tobacco absolute"", ""cinnamon bark"", ""sugar blossom"", ""perfume oil""]",https://blackphoenixalchemylab.com/shop/activism/deliver-them-from-the-hands-of-the-wicked/cursed-is-anyone-who-withholds-justice-from-the-foreigner/hebrews-131-3-perfume-oil/
Lightning,"Lightning slashing the midnight skies over the endless reaches of the ocean. The electric tang of ozone, marine notes, and a drop of sharp rain.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Lightning-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""oceanic""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/lightning/
"Coconut, Vanilla Bean, & Tiare Hair Gloss",$5.50–$30.00,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Tiare-hair-gloss-600x896.jpg,Black Phoenix Alchemy Lab,"[""hair gloss"", ""tiare"", ""squirt"", ""vanilla bean"", ""coconut""]",https://blackphoenixalchemylab.com/shop/body-beauty/hair-gloss/coconut-vanilla-bean-tiare-hair-gloss/
Dragon’s Hide,"Flame-kissed, warm, smooth, and highly protective. Dragon’s blood, leather and a hint of smoke.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""dragon's blood"", ""leather"", ""smoke""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-draconis/dragons-hide/
Wolf Moon 2024,"A fable in scent: bone-white sandalwood aged with beeswax and balsam, crushed grass and juniper berries, ambrette seed, and lupine musk.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/01/wolf-moon-2024-WEB-600x483.jpg,Black Phoenix Alchemy Lab,"[""ambrette seed"", ""grass - crushed"", ""sandalwood"", ""musk"", ""musk - lupine"", ""sandalwood - bone white"", ""balsam"", ""coming down 04jun24"", ""white sandalwood"", ""lupine musk""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/wolf-moon-2024-perfume-oil/
"Shelley, Byron, and Keats","Uncompromising idealism, haunted romanticism, fatal ennui, and a heady amount of scandal and vice: red roses and pale carnation with a draught of laudanum, smears of opium tar, a hint of absinthe, and mercury ointment.",https://blackphoenixalchemylab.com/wp-content/uploads/2014/06/ollaFINAL-shelleybyronandkeats-WEB-600x484.jpg,Black Phoenix Alchemy Lab,"[""opium tar"", ""red ros"", ""idealism"", ""ennui"", ""laudanum"", ""scandal"", ""absinthe"", ""vice"", ""haunted"", ""mercury""]",https://blackphoenixalchemylab.com/shop/only-lovers-left-alive/story-points/shelley-byron-keats/
The Black Torches,"Odilon RedonLong shadows of raw myrrh, pine pitch, and incense smoke streaked against dry amber, yellow frankincense, and vanilla balsam.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/the-black-torches-october-art-WEB-600x881.jpg,Black Phoenix Alchemy Lab,"[""pine pitch"", ""pine"", ""vanilla balsam"", ""amber"", ""vanilla"", ""myrrh"", ""frankincense"", ""incense smoke""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/o-hushed-october-morning-mild/the-black-torches-perfume-oil/
Tahitian Landscape,Paul Gauguin,https://blackphoenixalchemylab.com/wp-content/uploads/2022/09/tahitian-landscape-September-Art-2022-WEB-600x438.jpg,Black Phoenix Alchemy Lab,"[""freesia"", ""orchid - wild"", ""ginger - red torch"", ""palm frond"", ""september 2022 lunacy"", ""plumeria"", ""september 2022"", ""frangipani"", ""gardenia - tahitian"", ""coconut meat""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/sun-scorched-scenes-of-september/tahitian-landscape-perfume-oil/
Insatiable Nail Polish,The sun-bright flare of all-consuming passion: a ravenous yellow creme.,https://blackphoenixalchemylab.com/wp-content/uploads/2019/07/Polish_Insatiable.jpg,Black Phoenix Alchemy Lab,"[""nail polish""]",https://blackphoenixalchemylab.com/shop/body-beauty/nail-polish/insatiable-nail-polish/
Beholder Optician,"A clear, glassy scent, translucent and blushing, that will bring your world into sharp focus: eucalyptus leaf, white amber, pink bergamot, strawberry, and sheer, crystalline vanilla musk.",https://blackphoenixalchemylab.com/wp-content/uploads/2021/08/beholder-optician-RPG-2021-WEB-600x464.jpg,Black Phoenix Alchemy Lab,"[""eucalyptus leaf"", ""rpg"", ""musk"", ""amber - white"", ""amber"", ""vanilla"", ""white amber"", ""crystalline vanilla musk"", ""pink bergamot"", ""strawberry""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/an-orc-a-drow-and-a-bog-witch-walk-into-a-tavern/beholder-optician-perfume-oil/
Cobra Lily,"Sharp, heady and viciously carnivorous.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""carnivorous"", ""sharp"", ""heady""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rappaccinis-garden/cobra-lily/
Just Before Penetration,Pink fig and guava soaked in vanilla cream.,https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/just-before-penetration-shunga-2024-WEB-600x837.jpg,Black Phoenix Alchemy Lab,"[""guava"", ""vanilla"", ""fig - pink"", ""vanilla cream"", ""pink fig""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/novel-ideas-for-secret-amusements-2024/just-before-penetration-perfume-oil/
Harvest Moon 2023,"A scarecrow’s cologne, crunchy with hay and spattered with foamy, sweet soil: a cornmeal fougere with patchouli root, clove bud, honey stout, roasted oats, fermented apple pulp, and bourbon cream.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/harvest-moon-2023-WEB-600x483.jpg,Black Phoenix Alchemy Lab,"[""cornmeal fougere"", ""bourbon cream"", ""oat - roasted"", ""honey stout"", ""honey"", ""apple"", ""patchouli root"", ""clove"", ""apple pulp - fermented"", ""clove bud""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/harvest-moon-2023-perfume-oil/
My Country,"I love a sunburnt country,A land of sweeping plains,Of ragged mountain ranges,Of droughts and flooding rains.I love her far horizons,I love her jewel-sea,Her beauty and her terrorThe wide brown land for me!– Dorothea Mackellar",https://blackphoenixalchemylab.com/wp-content/uploads/2020/01/sunburnt-country-WEB-my-country-1-600x473.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""perfume oil"", ""musk"", ""amber"", ""salt""]",https://blackphoenixalchemylab.com/shop/activism/a-sunburnt-country/my-country-perfume-oil/
skekUng the Garthim Master,"Strongest of all for brute force – after the Emperor – was skekUng the Garthim Master. Torment was his pleasure, though his urSkeks originally had been a healer and continued so in his urRu form. Hidden in that tall, shining urSkek was one who, ages later, could find pleasure in tearing apart the gentle Gelfling. The urSkeks knew this evil was in them and tried hard to burn it out.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/11/DC_label_BPAL_skekUng-600x468.jpg,Black Phoenix Alchemy Lab,"[""force"", ""destruction"", ""smoke"", ""vetiver"", ""steel"", ""dragon's blood""]",https://blackphoenixalchemylab.com/shop/the-dark-crystal/the-skeksis/skekung-the-garthim-master/
Red Currant and Hay,$30.00,https://blackphoenixalchemylab.com/wp-content/uploads/2025/06/red-currant-and-hay-duets-crow-moon-2025-WEB-600x910.jpg,Black Phoenix Alchemy Lab,"[""currant - red"", ""little lunacy"", ""hay""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/red-currant-and-hay-perfume-oil/
Hot Buttered Rum Hair Gloss,"Hot buttered rum with a touch of molasses, lightly spiced and swirled with a touch of cream.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/hot-buttered-rum-2024-yule-hair-gloss-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""hot buttered rum"", ""cream"", ""spice"", ""molass""]",https://blackphoenixalchemylab.com/shop/yule-2024/yule-hair-gloss/hot-buttered-rum-hair-gloss/
Vial of Holy Water,"The gleaming, indescribably clean scent of purified, ritually consecrated holy water.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/holywater-1-600x472.jpg,Black Phoenix Alchemy Lab,"[""consecrated"", ""rpg"", ""element - water"", ""purity"", ""clean"", ""holy"", ""artist - julie dillon""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/adventuring-gear/vial-of-holy-water/
"Twinkle, Twinkle Little Bat","Twinkle, twinkle, little bat!How I wonder what you’re at!Up above the world you fly,Like a teatray in the sky.Twinkle, twinkle little bat!How I wonder what you’re at!",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/TWINKLE-TWINKLE-LITTLE-BAT-600x467.jpg,Black Phoenix Alchemy Lab,"[""lemon balm"", ""animal - bat"", ""tea - green"", ""mint"", ""mullein"", ""melon"", ""toadflax"", ""lime rind"", ""sparkly"", ""mad tea party""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/twinkle-twinkle-little-bat/
Le Lèthè,"Viens sur mon coeur, âme cruelle et sourde,Tigre adoré, monstre aux airs indolents;Je veux longtemps plonger mes doigts tremblantsDans l’épaisseur de ta crinière lourde;",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/LE-LETHE-600x467.jpg,Black Phoenix Alchemy Lab,"[""hemlock accord"", ""labdanum"", ""amber"", ""musk - red"", ""tobacco absolute"", ""nutmeg"", ""orchid - black""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-amatoria/le-lethe/
The Autumn Folk,"The chord vibrated in the air between them — a connection point.Hay-dusted oak, honey mead, pumpkin rind, vetiver root, corn husk, and maple leaves.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/09/THE-AUTUMN-FOLK-Nightmare-Novellas-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""honey"", ""maple leaf"", ""honey mead"", ""vetiver"", ""pumpkin rind"", ""corn husk"", ""hay"", ""vetiver root"", ""oak""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween-2024/nightmare-novellas-pt-ii/the-autumn-folk-perfume-oil/
Brisingamen,"The amber necklace of Freyja, Norse Goddess of Love, Sex, Attraction and Fruitfulness. Her magnificent necklace was bought from four Dwarves [Alfrik, Berling, Dvalin and Grer] at the price of four nights of her passion. When Brisingamen graces your throat, no man can resist your charms. A glittering mantle of rich golden notes: five ambers, soft myrtle, apple blossom and carnation.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Brisingamen-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""goddess - freyja"", ""apple blossom"", ""apple"", ""amber"", ""myrtle"", ""carnation"", ""golden notes""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-amatoria/brisingamen/
Moscow,"A rich, bold blend of imperial rose, carnation, lush jasmine, lily of the valley, dark musk, amber, bergamot and gilded tangerine.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/moscow-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""rich"", ""rose"", ""musk"", ""tangerine"", ""amber"", ""dark musk"", ""bergamot"", ""lily"", ""carnation"", ""jasmine""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/moscow/
Lick it with Consent Hair Gloss,A sugar-crusted vanilla peppermint stick!,https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/lick-it-with-consent-2024-yule-hair-gloss-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""peppermint"", ""sugar"", ""vanilla""]",https://blackphoenixalchemylab.com/shop/yule-2024/yule-hair-gloss/lick-it-with-consent-hair-gloss/
Pumpkin Sugar,Crystallized glittering shards of lightly spiced pumpkin sugar.,https://blackphoenixalchemylab.com/wp-content/uploads/2024/09/pumpkin-sugar-halloween-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""spice"", ""pumpkin"", ""sugar""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween-2024/pumpkin-sugar-perfume-oil/
Make a Face,What was the harm in trying? Everything would go back to normal by morning.,https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/make-a-face-drew-23-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""musk - white"", ""nightmare novellas 2023"", ""halloween 2023"", ""bergamot - yellow"", ""lemon peel"", ""pomegranate rind""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/nightmare-novellas/make-a-face-perfume-oil/
Black Annis,"Vast talons, foul with human flesh, there grewIn place of hands, and features livid blueGlar’d in her visage; while the obscene waistWarm skins of human victims close embraced.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Black-Annis-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""oak leaf"", ""civet"", ""folklore - british"", ""vetiver"", ""witch!"", ""anise""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/diabolus/black-annis/
"June 23, 1868","True love renewed by night in an English garden: moonflower, Nottingham catchfly, Casablanca lily, evening primrose, night-blooming cereus, Queen of the Night, muted by the sepia tones of tonka, tobacco absolute, bourbon vanilla, and costus.",https://blackphoenixalchemylab.com/wp-content/uploads/2014/06/June-23-1868.jpg,Black Phoenix Alchemy Lab,"[""cereus"", ""queen of the night"", ""costus"", ""love"", ""vanilla"", ""lily - casablanca"", ""primrose"", ""vanilla bourbon"", ""moonflower"", ""tonka""]",https://blackphoenixalchemylab.com/shop/only-lovers-left-alive/story-points/june-23-1868/
Kumari Kandam,"The hollow scent of a vast antediluvian civilization, now frozen and buried, smothered by a thick sheet of ice and trapped deep beneath the ocean. Thick incense, clay, stone, and hothouse blooms with a spike of frost, a hint of decay, and heavy, dolorous aquatic notes.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/10/KUMARI-KANDAM-600x467.jpg,Black Phoenix Alchemy Lab,"[""decay"", ""icy"", ""heavy"", ""bloom"", ""aquatic"", ""incense"", ""stone""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/kumari-kandam/
"Moonlight, Wolf",Frederic Remington,https://blackphoenixalchemylab.com/wp-content/uploads/2025/01/moonlight-wolf-goose-moon-january-2025-art-WEB-600x460.jpg,Black Phoenix Alchemy Lab,"[""juniper needle"", ""hay absolute"", ""lemon peel"", ""musk - russet"", ""clove bud"", ""patchouli - wild"", ""oud - earthy"", ""amber - fossilized""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/ars-anni/moonlight-wolf-perfume-oil/
Haul on the Bowline,"Haul on the bowlin’, the bully ship’s a-rolling,Haul on the bowlin’, the bowlin’ haul!Haul on the bowlin’, Kitty is me darlin’.Haul on the bowlin’, Kitty comes from Liverpool.Haul on the bowlin’, it’s a far cry to payday.",https://blackphoenixalchemylab.com/wp-content/uploads/2021/02/HAUL-ON-THE-BOWLINE-fire-down-below-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""cedar - black"", ""january 2021"", ""cocoa bean"", ""tobacco absolute"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/limited-edition/fire-down-below/haul-on-the-bowline-perfume-oil/
A Countenance Foreboding Evil,"Thy gloomy features, like a midnight dial,Scowl the dark index of a fearful hour.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/A-Countenance-Forboding-Evil-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""dark"", ""vetiver"", ""ylang ylang"", ""gloomy"", ""orange - blood"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/diabolus/a-countenance-forboding-evil/
